,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case,6time,diff_temp,dark,water
27,27,11.5,25.23302139291667,73.28353194958333,381.125956075,1.5454682593333333,1063.4229166666667,25522.15,0.0,0.0,4378.325,105079.8,4170.806250000001,100099.35,8549.13125,205179.15000000002,161.406810488324,14.0,2.4583333333333335,7.047585829999999,24,22
0,0,11.5,27.75240403100938,55.1494329576349,442.9862207602336,0.3970935366310577,631.8720833333333,15164.93,25.784166666666668,618.82,4877.523,117060.552,3078.1725,73876.14,7981.479666666666,191555.512,0.258002523586275,15.0,2.4583333333333335,12.717128651763002,23,18
1,1,11.5,26.953743179180346,56.066752212643735,428.20555555555524,0.4046029245941718,631.8720833333333,15164.93,25.784166666666668,618.82,4877.523,117060.552,3078.1725,73876.14,7981.479666666666,191555.512,1.11824829248232,15.0,2.4583333333333335,2.0366719746944,23,18
2,2,11.5,26.97884040136063,54.09078659301479,427.20497447172147,0.41534317261236237,663.4291666666667,15922.3,0.0,0.0,4753.413,114081.912,2999.8475,71996.34,7753.260499999999,186078.25199999998,1.12922534524349,15.0,2.4583333333333335,2.7222300560127017,24,19
3,3,11.5,26.332831334847498,59.50613490278209,461.6439677495442,0.42375756032610923,584.5591666666667,14029.42,12.892083333333334,309.41,4856.838,116564.112,3065.1183333333333,73562.84,7934.848416666667,190436.362,1.13449945726451,15.0,2.4583333333333335,1.3216665267943988,23,18
4,4,11.5,26.122951329415688,61.42605722700004,454.7291666666766,0.4353871393948789,624.0454166666667,14977.09,0.0,0.0,4869.249,116861.976,3072.9508333333292,73750.8199999999,7942.1998333333295,190612.79599999991,1.79633367436106,15.0,2.4583333333333335,2.074999936421701,24,19
5,5,11.5,26.029952228552094,62.042917413052415,471.7147128060674,0.44038739234959684,624.0454166666667,14977.09,0.0,0.0,4848.563999999999,116365.536,3059.8966666666624,73437.5199999999,7908.460666666662,189803.0559999999,4.22812679308734,15.0,2.4583333333333335,2.9583329836528023,24,19
6,6,11.5,27.003433284629267,59.062985358936515,491.8270480225985,0.4438823420891145,622.8141666666667,14947.54,0.0,0.0,4873.3859999999995,116961.264,3075.5616666666665,73813.48,7948.947666666667,190774.744,4.48857471258091,15.0,2.4583333333333335,2.5675423956186982,24,18
7,7,11.5,26.651041856394258,61.86806752619817,483.60380394233397,0.5046009839976378,609.5779166666625,14629.8699999999,0.0,0.0,4856.838,116564.112,3065.1183333333333,73562.84,7921.956333333333,190126.952,4.68114943568299,15.0,2.4583333333333335,1.5866670926411999,24,19
8,8,11.5,27.034614983206595,59.530407120009556,437.823328625235,0.5813687725220636,631.7066666666666,15160.96,0.0,0.0,4860.974999999999,116663.4,3067.7291666666665,73625.5,7928.704166666666,190288.9,4.83253012274136,15.0,2.4583333333333335,2.089999580383303,24,19
9,9,11.5,26.633712311226503,63.34524713994864,456.1457156308847,0.5803755352101696,625.71,15017.04,0.0,0.0,4869.249,116861.976,3072.9508333333292,73750.8199999999,7942.1998333333295,190612.79599999991,4.91847071909435,15.0,2.4583333333333335,1.4687569106365999,24,19
10,10,11.5,27.102569370799547,66.32602549346898,595.4828719397714,0.5848650962942172,587.2895833333292,14094.9499999999,0.0,0.0,4869.249,116861.976,3072.9508333333292,73750.8199999999,7942.1998333333295,190612.79599999991,5.84902320523847,15.0,2.4583333333333335,2.1700002988179996,24,19
11,11,11.5,26.660344750488346,61.30231195016944,525.9114343869315,0.5952995746228767,622.6545833333292,14943.7099999999,0.0,0.0,4865.112,116762.688,3070.339999999996,73688.1599999999,7935.451999999995,190450.84799999988,7.27310973949595,15.0,2.4583333333333335,1.3999998410542993,24,19
12,12,11.5,26.865838030791327,60.37484616880309,505.87124042145564,0.6026705147306005,664.6604166666667,15951.85,0.0,0.0,4860.974999999999,116663.4,3067.7291666666665,73625.5,7928.704166666666,190288.9,9.04643127158006,15.0,2.4583333333333335,2.5383332252503017,24,19
13,13,11.5,26.894262311833064,62.258574868439034,501.7078957680351,0.8188192802384998,714.1166666666667,17138.8,25.784166666666668,618.82,4877.523,117060.552,3078.1725,73876.14,7981.479666666666,191555.512,10.5045034640546,15.0,2.4583333333333335,2.5133333206177007,22,15
14,14,11.5,27.033341861926782,64.06798832139283,443.28653249014775,1.16599744107836,648.9616666666667,15575.08,0.0,0.0,4877.523,117060.552,3078.1725,73876.14,7955.695499999999,190936.69199999998,11.8501319270768,15.0,2.4583333333333335,2.9883332252502974,24,10
15,15,11.5,26.831194623984814,68.23086450802444,429.8940795668547,1.1717924246357487,586.8108333333292,14083.4599999999,0.0,0.0,4871.5932999999995,116918.2392,3074.3867916666663,73785.283,7945.980091666667,190703.5222,13.7682035952162,15.0,2.4583333333333335,2.6150000572203993,24,9
16,16,11.5,27.106666584809563,72.24268624312968,417.3486111111108,1.174130981994995,712.2412499999958,17093.7899999999,0.0,0.0,4856.838,116564.112,3065.1183333333333,73562.84,7921.956333333333,190126.952,16.1014246343322,15.0,2.4583333333333335,2.4700001716614004,24,10
17,17,11.5,26.993765057730375,73.63257879247702,424.6927655030936,1.1854286584608207,710.3145833333333,17047.55,0.0,0.0,3173.0789999999997,76153.896,2002.5091666666624,48060.2199999999,5175.588166666663,124214.11599999989,22.7393106298455,15.0,2.4583333333333335,1.7804764338902004,24,10
18,18,11.5,26.919844795436386,74.43178170757417,442.86579263106705,1.2040357779448236,741.7120833333333,17801.09,0.0,0.0,1692.0330000000001,40608.792,1067.8308333333334,25627.940000000002,2759.8638333333333,66236.732,29.0647278526704,15.0,2.4583333333333335,1.8883334159851017,24,16
19,19,11.5,26.741513309350818,75.71137871560333,444.76751676245243,1.2340007492266116,493.47333333333336,11843.36,0.0,0.0,4856.838,116564.112,3065.1183333333333,73562.84,7921.956333333333,190126.952,35.328586260583,15.0,2.4583333333333335,1.643333498636899,24,18
20,20,11.5,27.01018823133794,76.86416297965394,441.57159839924634,1.2282704351494391,538.5345833333333,12924.83,0.0,0.0,4865.112,116762.688,3070.339999999996,73688.1599999999,7935.451999999995,190450.84799999988,44.731269825989806,15.0,2.4583333333333335,2.183333492279001,24,19
21,21,11.5,27.464791516462913,77.38388882742983,457.9958333333227,1.2322475294272062,505.6891666666625,12136.5399999999,0.0,0.0,4869.249,116861.976,3072.9508333333292,73750.8199999999,7942.1998333333295,190612.79599999991,55.98176654559651,15.0,2.4583333333333335,3.386666901906402,24,19
22,22,11.5,27.26446079987812,78.12784264891381,417.396951506591,1.2437131421110783,544.2120833333333,13061.09,0.0,0.0,4848.563999999999,116365.536,3059.8966666666624,73437.5199999999,7908.460666666662,189803.0559999999,67.4363097905741,15.0,2.4583333333333335,2.7166665712992994,24,19
23,23,11.5,26.293435623422653,78.45268642720897,416.60635964912245,1.261455907851279,510.8879166666666,12261.31,0.0,0.0,4860.974999999999,116663.4,3067.7291666666665,73625.5,7928.704166666666,190288.9,79.7408982025901,15.0,2.4583333333333335,1.5066666285196995,24,19
24,24,11.5,26.162336257734264,78.25043555015445,444.2720162429427,1.2845265698789265,510.295,12247.08,0.0,0.0,4873.3859999999995,116961.264,3075.5616666666665,73813.48,7948.947666666667,190774.744,90.56804946090229,15.0,2.4583333333333335,1.7700004895527996,24,19
25,25,11.5,25.155233298755462,78.38592266722134,420.9829684557642,1.734877409639626,540.8375,12980.1,0.0,0.0,4852.701,116464.824,3062.5074999999997,73500.18,7915.208500000001,189965.004,97.37321564850238,15.0,2.4583333333333335,5.1411664104496,24,19
26,26,11.5,25.59105869182677,78.71791665024223,429.3201388888886,2.023396254686298,561.735,13481.64,0.0,0.0,4877.523,117060.552,3078.1725,73876.14,7955.695499999999,190936.69199999998,105.308755531588,15.0,2.4583333333333335,2.984912710022499,24,19
27,27,11.5,25.59105869182677,78.71791665024223,429.3201388888886,2.023396254686298,561.735,13481.64,0.0,0.0,4877.523,117060.552,3078.1725,73876.14,7955.695499999999,190936.69199999998,116.671394134977,15.0,2.4583333333333335,2.984912710022499,24,19
0,0,11.5,24.378316777641444,44.47682084128004,457.9423022598867,1.0806574560954378,735.7725,17658.54,3109.0548166666667,74617.3156,4503.2624000000005,108078.2976,317.21625,7613.19,7929.533466666668,190308.80320000002,4.96606568969005,16.0,2.4583333333333335,13.763333066304497,18,18
1,1,11.5,26.331612556115108,58.32889899368985,445.503155595234,1.871763265154035,627.7962499999959,15067.1099999999,0.0,0.0,8322.265,199734.36,0.0,0.0,8322.265,199734.36,5.31676981451935,16.0,2.4583333333333335,9.2854539239706,24,17
2,2,11.5,26.59244581377399,51.25329100488303,438.36401709626074,1.8690456405320137,673.3420833333333,16160.21,0.0,0.0,8356.740000000002,200561.76,0.0,0.0,8356.740000000002,200561.76,6.32150588793899,16.0,2.4583333333333335,10.095000616709399,24,19
3,3,11.5,26.26972213453712,54.766563872046056,427.24513888888856,1.8981832855277547,686.6866666666666,16480.48,0.0,0.0,8322.265,199734.36,0.0,0.0,8322.265,199734.36,7.41472845945277,16.0,2.4583333333333335,9.4349998474121,24,19
4,4,11.5,25.645334145735386,56.17712829302106,420.84866996233495,1.972671339615978,676.9845833333333,16247.63,0.0,0.0,8329.160000000002,199899.84,0.0,0.0,8329.160000000002,199899.84,9.01677524648752,16.0,2.4583333333333335,7.374999682108502,24,19
5,5,11.5,26.369236009650695,60.74773662510933,478.76041666666634,2.0737760936220435,674.8924999999958,16197.4199999999,0.0,0.0,8342.95,200230.8,0.0,0.0,8342.95,200230.8,11.840153359353101,16.0,2.4583333333333335,10.8099999745687,24,19
6,6,11.5,26.24407796782089,62.835887896495706,481.01755268197127,2.145766819454011,672.5895833333292,16142.1499999999,0.0,0.0,8336.055000000002,200065.32,0.0,0.0,8336.055000000002,200065.32,14.9749841296287,16.0,2.4583333333333335,9.791666475931798,24,19
7,7,11.5,25.83750462280388,64.43279095115042,525.2437499999996,2.196793171928985,683.0895833333292,16394.1499999999,0.0,0.0,8356.740000000002,200561.76,0.0,0.0,8356.740000000002,200561.76,20.017143755958,16.0,2.4583333333333335,8.139999930063798,24,19
8,8,11.5,25.794452909614616,63.71254678020316,424.09444444444415,2.2417559206485707,670.9820833333291,16103.5699999999,0.0,0.0,8329.160000000002,199899.84,0.0,0.0,8329.160000000002,199899.84,24.9700688096987,16.0,2.4583333333333335,7.1166669209797995,24,19
9,9,11.5,24.671027652526902,63.930000294941614,438.4592807539173,2.302393505805124,676.5570833333334,16237.37,0.0,0.0,6922.580000000001,166141.92,0.0,0.0,6922.580000000001,166141.92,31.7495923794703,16.0,2.4583333333333335,7.8907405782283995,24,19
10,10,11.5,26.502808376888172,65.68376654844116,406.3027777777774,2.177297192149687,671.4095833333333,16113.83,0.0,0.0,8329.160000000002,199899.84,0.0,0.0,8329.160000000002,199899.84,39.315680870088,16.0,2.4583333333333335,2.8300004959106992,24,19
11,11,11.5,25.72142832503196,69.3959059301265,392.1196382331302,2.2177596915099307,685.5579166666625,16453.3899999999,0.0,0.0,8342.95,200230.8,0.0,0.0,8342.95,200230.8,48.4160422025496,16.0,2.4583333333333335,4.013333002722398,24,19
12,12,11.5,25.41147255157095,71.54878607720454,400.9061484376936,2.2628215268254235,658.9316666666667,15814.36,0.0,0.0,8349.845000000001,200396.28,0.0,0.0,8349.845000000001,200396.28,57.679235166116,16.0,2.4583333333333335,7.203703897970698,24,19
13,13,11.5,25.87756535406511,72.35680128480648,423.262139431,2.2656014594766782,679.7720833333334,16314.53,0.0,0.0,8349.845000000001,200396.28,0.0,0.0,8349.845000000001,200396.28,72.7555442179283,16.0,2.4583333333333335,2.932499567574503,24,19
14,14,11.5,25.684736062817397,70.49014627878596,385.26233271031816,2.306958990130155,705.05875,16921.41,0.0,0.0,8329.160000000002,199899.84,0.0,0.0,8329.160000000002,199899.84,80.8962304164617,16.0,2.4583333333333335,2.9216661135356006,24,19
15,15,11.5,26.386519228426806,70.48020900941388,443.6874989149503,2.3642958430780254,667.12875,16011.09,0.0,0.0,8349.845000000001,200396.28,0.0,0.0,8349.845000000001,200396.28,92.6701470837594,16.0,2.4583333333333335,3.023703557473599,24,19
16,16,11.5,25.515182955000782,70.54551755509176,438.5067668359436,2.493398843374512,685.8258333333333,16459.82,0.0,0.0,8349.845000000001,200396.28,0.0,0.0,8349.845000000001,200396.28,116.67833332944001,16.0,2.4583333333333335,6.5467264709152,24,19
17,17,11.5,25.36569233419956,69.4382559145397,387.1274165275907,2.6374223629794042,676.44875,16234.77,0.0,0.0,7743.085000000002,185834.04,554.8020833333334,13315.25,8297.887083333335,199149.29,124.130651790892,16.0,2.4583333333333335,6.5091671148625,24,19
18,18,11.5,25.414409646196177,77.12671155843718,393.18350868928025,2.8219442629284726,664.2841666666667,15942.82,0.0,0.0,0.0,0.0,7904.297916666666,189703.15,7904.297916666666,189703.15,131.532050252346,16.0,2.4583333333333335,6.337166156759501,24,19
19,19,11.5,25.0896401997134,75.98519860790161,388.94686519218857,1.5490478054313936,693.3275,16639.86,0.0,0.0,0.0,0.0,7891.243750000001,189389.85,7891.243750000001,189389.85,140.711937529337,16.0,2.4583333333333335,6.036904854961701,24,19
20,20,11.5,25.353609444249845,76.4568023790019,434.9986135172778,1.4850343743557624,661.6620833333292,15879.8899999999,0.0,0.0,0.0,0.0,7878.189583333333,189076.55,7878.189583333333,189076.55,145.546147238947,16.0,2.4583333333333335,6.9865004316982,24,19
21,21,11.5,25.467624902990337,77.4160484668479,455.2801924189136,2.461715856095149,673.5529166666666,16165.27,0.0,0.0,0.0,0.0,7910.825,189859.8,7910.825,189859.8,157.561715594181,16.0,2.4583333333333335,5.503833192229898,24,19
22,22,11.5,25.193690314720442,78.9032085805001,450.11672551786734,2.485082363383557,678.7004166666667,16288.81,0.0,0.0,0.0,0.0,7904.297916666666,189703.15,7904.297916666666,189703.15,159.213888258618,16.0,2.4583333333333335,4.0499996185303,24,19
23,23,11.5,25.49270824723769,79.20909717877701,485.80208333333286,2.325607362720697,677.1954166666667,16252.69,0.0,0.0,0.0,0.0,7878.189583333333,189076.55,7878.189583333333,189076.55,159.283347050643,16.0,2.4583333333333335,2.653333409627301,24,19
24,24,11.5,24.806597125530192,78.17611111270053,414.5506944444441,2.40585985647307,679.0195833333333,16296.47,0.0,0.0,0.0,0.0,7871.662499999999,188919.9,7871.662499999999,188919.9,159.396359228962,16.0,2.4583333333333335,5.608333619435598,24,19
25,25,11.5,25.09215264320368,79.08895831637908,414.02777777777754,2.4370612877110545,667.9325,16030.38,0.0,0.0,0.0,0.0,7917.352083333334,190016.45000000004,7917.352083333334,190016.45000000004,159.336718268262,16.0,2.4583333333333335,4.333333524068198,24,19
26,26,11.5,25.43645824061495,80.3259722365273,435.21959745756794,2.4020565029647574,677.3608333333292,16256.6599999999,0.0,0.0,0.0,0.0,7878.189583333333,189076.55,7878.189583333333,189076.55,159.621488540003,16.0,2.4583333333333335,3.326666800181002,24,19
27,27,11.5,24.874861023161102,78.99423611693908,427.7266666666911,2.6096958943539144,665.2475000000001,15965.94,0.0,0.0,0.0,0.0,7898.227729166666,189557.4655,7898.227729166666,189557.4655,160.519207398945,16.0,2.4583333333333335,5.376666704813598,24,19
0,0,11.5,29.45437486208333,59.17833325041667,526.7062499958333,0.0,470.44416666666666,11290.66,8726.393366666665,209433.4408,0.0,0.0,0.0,0.0,8726.393366666665,209433.4408,0.19000000000000003,17.0,2.4583333333333335,3.475000220000002,10,15
1,1,11.5,30.5859816175,60.316628289166665,522.6704262416666,0.0,480.08916666666664,11522.14,8734.128616666665,209619.0868,0.0,0.0,0.0,0.0,8734.128616666665,209619.0868,0.66,17.0,2.4583333333333335,4.255000019999997,10,15
2,2,11.5,30.209097213333333,59.10486107041667,548.0833333166667,0.0,479.82124999999996,11515.71,8721.494374999998,209315.86500000002,0.0,0.0,0.0,0.0,8721.494374999998,209315.86500000002,0.59,17.0,2.4583333333333335,3.498333200000001,10,15
3,3,11.5,29.72909707875,60.65527775791667,553.9465277791667,0.0,400.7345833333333,9617.63,8733.999695833332,209615.99270000003,0.0,0.0,0.0,0.0,8733.999695833332,209615.99270000003,1.0,17.0,2.4583333333333335,3.015000050000001,10,13
4,4,11.5,28.359548087083336,63.138432296249995,589.25828625,0.0,480.625,11535.0,8739.156529166665,209739.7567,0.0,0.0,0.0,0.0,8739.156529166665,209739.7567,2.62,17.0,2.4583333333333335,4.011667160000002,10,15
5,5,11.5,29.93251817166667,61.102373248750006,551.3192699166667,0.0,480.08916666666664,11522.14,8181.960687499999,196367.0565,0.0,0.0,0.0,0.0,8181.960687499999,196367.0565,2.93,17.0,2.4583333333333335,3.411462789999998,10,15
6,6,11.5,30.12451371083333,60.0150694975,561.8479166625,0.0,448.04749999999996,10753.14,8734.902141666666,209637.6514,0.0,0.0,0.0,0.0,8734.902141666666,209637.6514,4.78,17.0,2.4583333333333335,3.134999050000001,10,14
7,7,11.5,30.548333099999997,59.161666652916665,543.9527777708333,0.0,479.55333333333334,11509.28,8725.104158333332,209402.4998,0.0,0.0,0.0,0.0,8725.104158333332,209402.4998,5.04,17.0,2.4583333333333335,4.141666279999999,10,15
8,8,11.5,30.954027585833334,60.0856249025,541.9562500041667,0.0,511.86291666666665,12284.71,8736.964875,209687.157,0.0,0.0,0.0,0.0,8736.964875,209687.157,6.239999999999999,17.0,2.4583333333333335,4.380000250000002,10,16
9,9,11.5,30.70698095083333,60.4052961075,553.5036210375,0.0,448.04749999999996,10753.14,8721.107612499998,209306.58269999997,0.0,0.0,0.0,0.0,8721.107612499998,209306.58269999997,8.28,17.0,2.4583333333333335,4.108332729999997,10,14
10,10,11.5,29.109374887083334,60.56472222125,574.0347222166666,0.0,416.9691666666667,10007.26,8735.288904166666,209646.93369999997,0.0,0.0,0.0,0.0,8735.288904166666,209646.93369999997,10.800000000000002,17.0,2.4583333333333335,4.713332280000003,10,14
11,11,11.5,27.843009500833332,59.47927724083333,552.5375235291666,0.0,544.4404166666667,13066.57,8739.156529166667,209739.7567,0.0,0.0,0.0,0.0,8739.156529166667,209739.7567,13.14,17.0,2.4583333333333335,9.623333389999999,10,17
12,12,11.5,24.818402667083333,58.4444444475,434.6597222208334,0.0,432.5083333333334,10380.2,8731.292358333332,209551.0166,0.0,0.0,0.0,0.0,8731.292358333332,209551.0166,17.4,17.0,2.4583333333333335,4.305000209999999,10,14
13,13,11.5,25.98888641875,59.97618411958334,489.7145833375,0.0,479.445,11506.68,8735.804587499999,209659.3101,0.0,0.0,0.0,0.0,8735.804587499999,209659.3101,19.78,17.0,2.4583333333333335,5.17500038,10,16
14,14,11.5,29.524540183750002,60.314157120000004,474.56245210416665,0.0,527.5616666666666,12661.48,8736.449191666665,209674.7806,0.0,0.0,0.0,0.0,8736.449191666665,209674.7806,25.47,17.0,2.4583333333333335,8.5100002,10,17
15,15,11.5,25.55569440416667,59.357430595000004,455.340277775,0.0,508.1120833333334,12194.69,8735.675666666664,209656.216,0.0,0.0,0.0,0.0,8735.675666666664,209656.216,30.88,17.0,2.4583333333333335,4.396667129999997,10,16
16,16,11.5,27.267073256666666,60.12815478416667,479.19082341250004,0.0,1546.0275000000001,37104.66,4374.0260333333335,104976.6248,2.7579999999999996,66.192,1.174875,28.197,4377.958908333333,105071.0138,36.0,17.0,2.4583333333333335,3.1383331299999995,11,24
17,17,11.5,27.092315125,59.78833091375,468.5486581958333,0.0,1567.3920833333334,37617.41,3065.6084958333336,73574.6039,466.17095,11188.1028,219.30999999999997,5263.44,3751.0894458333337,90026.14670000001,41.49,17.0,2.4583333333333335,3.645000209999999,11,24
18,18,11.5,29.588445785,62.72530413583333,474.2244252958333,0.0,1670.1858333333332,40084.46,3067.1555458333332,73611.7331,466.30884999999995,11191.4124,219.11418749999999,5258.7405,3752.5785833333334,90061.886,46.94,17.0,2.4583333333333335,2.9033336999999975,10,24
19,19,11.5,30.831111047916668,62.64138890125,501.76319444999996,0.0,1729.64,41511.36,3066.1241791666666,73586.9803,466.44675,11194.722,219.30999999999997,5263.44,3751.880929166666,90045.14229999999,52.88,17.0,2.4583333333333335,1.7250001600000004,10,24
20,20,11.5,29.652154999999997,63.2453654675,487.61703216666666,0.0,1639.9741666666666,39359.38,3066.8977041666662,73605.5449,466.30884999999995,11191.4124,219.11418749999999,5258.7405,3752.3207416666664,90055.6978,63.16,17.0,2.4583333333333335,5.236666810000003,10,24
21,21,11.5,29.62095316,64.11536133583333,465.9765183708333,0.0,1642.4366666666667,39418.48,3065.6084958333336,73574.6039,466.23990000000003,11189.7576,219.04891666666666,5257.174,3750.8973124999998,90021.5355,72.94,17.0,2.4583333333333335,9.6799997,10,24
22,22,11.5,26.056527764583333,61.43715279208333,466.4236111083333,0.0,1641.524583333333,39396.59,3066.6398625,73599.3567,466.30884999999995,11191.4124,219.17945833333332,5260.307,3752.1281708333336,90051.0761,80.11,17.0,2.4583333333333335,6.229999960000001,10,24
23,23,11.5,26.69263890666667,61.55972222166667,481.1249999958333,0.0,1131.4208333333333,27154.1,3585.546216666667,86053.1092,546.42875,13114.29,256.7101875,6161.0445,4388.685154166667,105328.44370000002,93.82,17.0,2.4583333333333335,8.24666659,10,21
24,24,11.5,24.43769875125,62.219543268749995,475.84396185833333,0.0,141.21416666666667,3389.14,6104.5303791666665,146508.7291,929.3081000000001,22303.3944,436.79241666666667,10483.018,7470.630895833333,179295.1415,97.26,17.0,2.4583333333333335,4.51499948,10,17
25,25,11.5,23.940902735416667,62.52062497708334,488.29374999583337,0.0,140.67833333333334,3376.28,6108.784766666667,146610.8344,929.0323,22296.7752,436.9229583333333,10486.151,7474.740025,179393.7606,99.05,17.0,2.4583333333333335,3.26999979,10,16
26,26,11.5,24.601658335,63.033013213333334,457.60480225833334,0.0,130.98208333333335,3143.57,6100.275991666666,146406.6238,925.8606,22220.6544,435.1606458333333,10443.8555,7461.2972375,179071.1337,116.41000000000001,17.0,2.4583333333333335,4.023333040000001,10,17
27,27,11.5,26.713666107916666,63.349422857916664,432.75524424583335,0.0,125.19625,3004.71,6113.296995833333,146719.1279,928.4117500000001,22281.882,436.661875,10479.885,7478.370620833334,179480.8949,123.8,17.0,2.4583333333333335,4.48666678,10,17
0,0,11.5,26.3507636925,54.10687499833333,559.4631944541667,0.0,81.05291666666666,1945.27,6524.554454166665,156589.3069,60.400200000000005,1449.6048,27.935916666666667,670.462,6612.890570833332,158709.3737,0.180075560600107,18.0,2.4583333333333335,3.10833371,13,12
1,1,11.5,27.652467630416666,55.57018073625,510.4570522041667,0.0,56.94625,1366.71,7343.072824999999,176233.7478,0.0,0.0,0.0,0.0,7343.072824999999,176233.7478,0.179932918331715,18.0,2.4583333333333335,12.99166628,12,7
2,2,11.5,33.65576370875,53.80159726708334,527.8993055541667,0.0,125.46416666666666,3011.14,7343.072824999999,176233.7478,0.0,0.0,0.0,0.0,7343.072824999999,176233.7478,0.661072024237136,18.0,2.4583333333333335,13.218333179999998,12,16
3,3,11.5,26.466633074166666,56.10724371,518.7663074708333,0.0,115.92750000000001,2782.26,8732.323724999998,209575.7694,0.0,0.0,0.0,0.0,8732.323724999998,209575.7694,0.661072024237136,18.0,2.4583333333333335,4.86666718,10,16
4,4,11.5,27.082571747083335,56.95639607166667,524.0212883166666,0.0,120.21416666666666,2885.14,8732.710487499999,209585.0517,0.0,0.0,0.0,0.0,8732.710487499999,209585.0517,1.04588691381912,18.0,2.4583333333333335,9.08499994,11,18
5,5,11.5,26.496666530416665,56.727986057083335,580.6347222208334,0.0,130.17833333333334,3124.28,8732.323724999998,209575.7694,0.0,0.0,0.0,0.0,8732.323724999998,209575.7694,2.44640894384007,18.0,2.4583333333333335,7.806666970000002,10,17
6,6,11.5,26.17461682708333,57.46724854208333,501.18180075833334,0.0,114.16041666666666,2739.85,8734.2575375,209622.1809,0.0,0.0,0.0,0.0,8734.2575375,209622.1809,1.5774469343983302,18.0,2.4583333333333335,5.121666690000001,10,16
7,7,11.5,26.63978216625,57.10040963875,510.4493761791667,0.0,125.46416666666666,3011.14,8738.383004166664,209721.1921,0.0,0.0,0.0,0.0,8738.383004166664,209721.1921,2.30065749659884,18.0,2.4583333333333335,8.069999979999999,10,16
8,8,11.5,26.220614316666666,57.04711629,497.26847929166667,0.0,129.6425,3111.42,8732.839408333331,209588.1458,0.0,0.0,0.0,0.0,8732.839408333331,209588.1458,3.16863254681787,18.0,2.4583333333333335,5.01000007,10,19
9,9,11.5,25.733349982916668,56.66619972083333,539.1977490416667,0.0,149.83875,3596.13,8738.254083333331,209718.09799999997,0.0,0.0,0.0,0.0,8738.254083333331,209718.09799999997,4.462479960404,18.0,2.4583333333333335,5.411666709999999,10,18
10,10,11.5,27.5609816975,56.71654691333333,632.1297413791666,0.0,128.30291666666668,3079.27,8719.560562499999,209269.4535,0.0,0.0,0.0,0.0,8719.560562499999,209269.4535,6.77965436656034,18.0,2.4583333333333335,12.88166692,10,18
11,11,11.5,26.345277723333336,56.599722211666666,606.6868055583333,0.0,134.62458333333333,3230.99,8737.222716666665,209693.3452,0.0,0.0,0.0,0.0,8737.222716666665,209693.3452,8.05996045820091,18.0,2.4583333333333335,5.020000100000001,10,17
12,12,11.5,25.905766194999998,56.686905610416666,545.9151718416666,0.0,130.17833333333334,3124.28,8728.8428625,209492.2287,0.0,0.0,0.0,0.0,8728.8428625,209492.2287,9.93554942794984,18.0,2.4583333333333335,5.291666889999998,11,16
13,13,11.5,25.713876827916668,56.84980606833333,479.2253113041666,0.0,103.3925,2481.42,8732.194804166666,209572.6753,0.0,0.0,0.0,0.0,8732.194804166666,209572.6753,12.632043523370902,18.0,2.4583333333333335,4.528333569999997,11,15
14,14,11.5,27.801374680416668,56.59802262416667,552.8726106375,0.0,128.57083333333333,3085.7,7931.338587499999,190352.1261,285.10825,6842.598,134.00102083333334,3216.0245,8350.447858333333,200410.7486,16.134863825562,18.0,2.4583333333333335,13.265000470000004,11,16
15,15,11.5,31.92736098083333,57.582986112916664,580.0916666666667,0.0,130.17833333333334,3124.28,6108.398004166666,146601.5521,930.34235,22328.2164,437.5756666666667,10501.816,7476.316020833333,179431.5845,18.1650667971768,18.0,2.4583333333333335,12.656666470000001,11,16
16,16,11.5,31.96158595958333,56.682668299583334,564.6745762666667,0.0,47.25,1134.0,3123.8807125000003,74973.1371,477.06505,11449.5612,224.98856249999997,5399.7255,3825.934325,91822.4238,21.0512079917736,18.0,2.4583333333333335,9.79999939,17,6
17,17,11.5,31.379802157916668,56.86494701958333,556.0287782500001,0.0,135.42833333333334,3250.28,6098.342179166667,146360.2123,926.4122000000001,22233.8928,435.6828125,10456.3875,7460.437191666668,179050.49260000003,21.7702589391989,18.0,2.4583333333333335,15.725000479999999,10,17
18,18,11.5,26.653505966666668,57.15647525333333,564.0565718125,0.0,135.96416666666667,3263.14,6108.398004166666,146601.5521,930.89395,22341.4548,437.70620833333334,10504.949,7476.9981625,179447.9559,24.6745237425512,18.0,2.4583333333333335,8.79333299,11,18
19,19,11.5,31.470856790833334,57.3943349975,521.1912429416667,0.0,149.30291666666668,3583.27,6101.436279166667,146434.4707,929.8597,22316.6328,437.3145833333333,10495.55,7468.610562499999,179246.65350000001,28.167879934808,18.0,2.4583333333333335,8.503333250000004,11,19
20,20,11.5,31.5773845775,57.77558499041667,533.9217984875,0.0,149.30291666666668,3583.27,6101.436279166667,146434.4707,929.8597,22316.6328,437.3145833333333,10495.55,7468.610562499999,179246.65350000001,31.5601321387888,18.0,2.4583333333333335,8.453333150000002,11,19
21,21,11.5,26.7489711875,57.47290486416667,569.4676318166667,0.0,130.44625,3130.71,6111.492104166667,146675.8105,930.4802500000001,22331.526,437.445125,10498.683,7479.417479166666,179506.0195,38.1887438625551,18.0,2.4583333333333335,9.000000029999999,11,16
